CODIGO UNIDADE;NOME UNIDADE;CODIGO DEPOSITO;DESCRIÇÃO DEPOSITO;CODIGO LOCAL;DESCRIÇÃO LOCAL;ESTANTE;PRATELEIRA;COLUNA;SEQUENCIA;CODIGO DEST. USO;DESCRIÇÃO DEST. USO;CODIGO ITEM;DESCRIÇÃO ITEM;CODIGO GRUPO DE ESTOQUE;DESCRIÇÃO GRUPO DE ESTOQUE;CODIGO SUBGRUPO DE ESTOQUE;DESCRIÇÃO SUBGRUPO DE ESTOQUE;UNIDADE MEDIDA;DATA ULTIMA COMPRA;CODIGO LOTE;LEGENDA LOTE;QUANTIDADE;VALOR;SITUAÇÃO PILHA;DATA CRIAÇÃO;MARCA REFERENCIA;CONTROLA ESTOQUE MINIMO;DATA FECHAMENTO;DATA GERAÇÃO;CLASSIFICAÇÃO TEMPO SEM CONSUMO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;5;6;10;3;ESTOQUE MINIMO;187698;ACOPLADOR DE REDE ETHERNET MODBUS TCP COD.750-362,WAGO;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;3;10581,85;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;5;6;11;3;ESTOQUE MINIMO;118699;MODULO 8 ENTRADA DIGITAIS 24VCC COD.750430,WAGO;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;1;1255,45;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;5;6;12;3;ESTOQUE MINIMO;118701;MODULO FINAL P/FECHAMENTO DO CIRCUITO COD.750600,WAGO;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;3;756,23;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;5;6;13;3;ESTOQUE MINIMO;187588;CONTROLADOR PROGR 16B E/S 8ENT/S 24VCC;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;24558,8;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;1;1;3;ESTOQUE MINIMO;187954;RELE PROT 23,26,49 270VCA/CC;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;3545,74;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;1;2;3;ESTOQUE MINIMO;187960;ANEL ORING COD.9335,TEXIUS;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;4;333,21;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;1;3;3;ESTOQUE MINIMO;187961;ROTOR ABERTO 113MM COD.6837,TEXIUS;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;2;608,06;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;1;4;3;ESTOQUE MINIMO;187963;INTERMEDIARIO JUNCAO TBH-0406 COD.11194,TEXIUS;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;3;1831,29;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;2;1;3;ESTOQUE MINIMO;33125;SEW,PINHAO MN1.00 Z20 K37/47/67/77 COD.41114;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;448,88;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;2;2;3;ESTOQUE MINIMO;91820;SEW,PINHAO MN1.00 Z17 L16 D10 COD.41041;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;3;673,31;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;2;3;3;ESTOQUE MINIMO;109869;SEW,PINHAO MN1.00 Z19 L16 D10 COD.41076;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;224,44;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;2;5;3;ESTOQUE MINIMO;94500;MORDACA ALUMINIO SELADORA 950MM COD.208900200083,SEMIL;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;3237,33;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;3;1;3;ESTOQUE MINIMO;113583;JUNTA INSP.N'2 315X360MM INFERIOR COD.35040008,H.BREMER;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;3;356,04;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;3;2;3;ESTOQUE MINIMO;113584;JUNTA INSP.N'4 460X410 SUPERIOR COD.35040009,H.BREMER;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;3;468,77;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;3;4;3;ESTOQUE MINIMO;186076;FUSIVEL HH 125A COD. 5945225-2677,SIBA FUSIVEIS;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;3;0,03;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;4;1;3;ESTOQUE MINIMO;186623;CONJUNTO MOLA GUIADA INOX REF.38348,PRESTATTI;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;3;5611,09;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;4;3;3;ESTOQUE MINIMO;186628;"VALVULA GLOBO CORPO 3 VIAS NF 1.1/4"" REF.2002,BURKERT";14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;5691,5;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;4;4;3;ESTOQUE MINIMO;186650;KIT VEDACAO CILINDRO PNEUMATICO R4120158;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;4;630,6;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;5;1;3;ESTOQUE MINIMO;153840;BERMAN,CELULA CARGA INOX SELADA A LASER MOD.BLX2T;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;2;4701,85;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;5;2;3;ESTOQUE MINIMO;187043;TUBO INTERNO COD.9900090098,SEKO;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;32,96;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;5;3;3;ESTOQUE MINIMO;187044;TUBO SAIDA COD.000009002,SEKO;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;2;15,5;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;5;4;3;ESTOQUE MINIMO;187073;GUIA LINEAR 91X 108X 91MM COD.R103564020,EXROTH;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;4;4021,02;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;5;5;3;ESTOQUE MINIMO;187211;ENCODER ABSOL 6MM 8192P 6000RPM COD.ATM60A1A12X12,SICK;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;2611,36;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;5;6;3;ESTOQUE MINIMO;187212;ENCODER INCR 12MM 3000RPM 10000P 28V COD.751206121024Z360V,HOHNER;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;2;3342,21;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;5;7;3;ESTOQUE MINIMO;187228;PERFIL TUB RED SI 5,0X 755MM COD.45197,BELT;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;13;607,1;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;5;8;3;ESTOQUE MINIMO;187273;FREIO IND DISCO POR MOLA 152MM 32NM COD.BFK45812E,INTORQ;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;1662,1;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;6;1;3;ESTOQUE MINIMO;33237;SEW,CONV.FREQ.22KW 300/500V MDX61B0220-503-4-OT;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;18757;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;6;2;3;ESTOQUE MINIMO;79691;SEW,RETIFICADOR VERDE BMH 1,5 COD.0825818X;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;386,21;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;6;3;3;ESTOQUE MINIMO;123453;SEW,RESISTOR DE FRENAGEM 0,8KW-68 COD.9868577;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;443,76;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;6;4;3;ESTOQUE MINIMO;125780;SEW,RETIFICADOR VERMELHO BME 1,5 COD.8257221;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;3;2416,74;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;6;5;3;ESTOQUE MINIMO;127592;SEW,BOBINA DE REDE ND045-013 COD.8260133;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;400,72;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;6;6;3;ESTOQUE MINIMO;127595;SEW,RESISTOR DE FRENAGEM 1,2KW-47,COD.8262691;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;409,93;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;6;6;7;3;ESTOQUE MINIMO;186770;INVERSOR FREQ 3F 500VCA 0-600HZ 11KW COD.MDX61B01105A340T,SEW;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;14587,78;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;1;1;3;ESTOQUE MINIMO;149206;QUEIMADOR PILOTO COD.SQ84171626,JBT MAREL;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;4983,48;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;1;2;3;ESTOQUE MINIMO;168585;VEMAG,FITA TUBULAR P/SENSOR TEMPERATURA BULBO COD.096050071;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;M;;;;100;4457,81;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;1;3;3;ESTOQUE MINIMO;185427;TRANSMISSOR PRES DIAFR 1/2NPT -1/600BAR COD.PBSN,BAUMER;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;8;15437,64;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;1;4;3;ESTOQUE MINIMO;41544;ACOPLAMENTO FLEXIVEL AT-50,ANTARES;14;MATERIAIS PARA USO EM MANUTENCOES;7;ROLAMENTOS E MANCAIS;UN;;;;1;1139,67;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;2;1;3;ESTOQUE MINIMO;186026;RESISTENCIA 1200W X 220V RTIVRT OF 7900;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;251,38;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;3;1;3;ESTOQUE MINIMO;75594;ACOPLAMENTO ELASTICO GARRAS COMPLETO AG-112 INDUSTRIAL;14;MATERIAIS PARA USO EM MANUTENCOES;7;ROLAMENTOS E MANCAIS;UN;;;;1;201,92;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;3;2;3;ESTOQUE MINIMO;141350;FONTE ALIMENTACAO UNO-PS/1AC/24DC/150W COD.2904376,PHOENIX;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;4;2793,04;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;3;3;3;ESTOQUE MINIMO;186150;SENSOR ULTRASSONICO DIFUSO PNP 4 FIOS 0,1-1m COD.XX8D1A1PAM12,TELEMECANIQUE;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;2;1920,96;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;3;4;3;ESTOQUE MINIMO;186169;"CHAVE NIVEL VIBRATORIA 1/2"" LVLA1G1SE5V1WHEMS,PEPPERL FUCHS";14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;4;12544,24;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;3;5;3;ESTOQUE MINIMO;186173;FONTE CHAVEADA 15W ENTR100/240V SAIDA 5V COD.S8VKGO1505,OMRON;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;2;1957,58;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;3;6;3;ESTOQUE MINIMO;116491;"VALV.GLOBO ANGULAR ON-OFF RET.P/MOLA 1"" MOD.H-3600,GBR";14;MATERIAIS PARA USO EM MANUTENCOES;13;VALVULAS E REGISTROS;UN;;;;4;3507,4;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;3;7;3;ESTOQUE MINIMO;197257;VALVULA DUPLA SOLENOIDE 5/2 24VCC SERIE 581 5MM COD.5812220100,AVENTICS;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;2;5570,13;;;Marca: 42 FESTO ;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;3;8;3;ESTOQUE MINIMO;197258;VALVULA SOLEN. 5/2  24VCC SERIE 581 COD.5812110100,AVENTICS;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;2030,14;;;Marca: 42 FESTO ;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;4;1;3;ESTOQUE MINIMO;186672;KIT REPARO CHAMBER STACK P/ CR 15-8;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;3599,19;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;4;2;3;ESTOQUE MINIMO;186651;RASPADOR METALICO PARA CILINDRO COD.R4120158,AVENTICS;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;1318,12;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;4;4;3;ESTOQUE MINIMO;186673;KIT REPARO COD.67697,GRUNDFOS;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;3424,73;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;4;5;3;ESTOQUE MINIMO;41348;"GAXETA TEFLONADA 5/16"" 2019,TEADIT";14;MATERIAIS PARA USO EM MANUTENCOES;10;MATERIAIS PARA VEDACOES;KG;;;;4;1563,16;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;5;1;3;ESTOQUE MINIMO;187375;PLACA ELETRONICA COD.FORTPC0041,FORTRESS;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;6806,71;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;5;2;3;ESTOQUE MINIMO;187563;KIT REPARO  COD.98445775,GRUNDFOS;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;4852,4;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;5;3;3;ESTOQUE MINIMO;187429;JOGO JUNTA REF.23906,C.O.MUELLER;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;3;346,93;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;5;4;3;ESTOQUE MINIMO;187495;KIT VEDACAO REF.2389,C.O.MUELLER;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;2466,61;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;5;5;3;ESTOQUE MINIMO;187520;FONTE ALIM CHAVEADA COD.PC0004,FORTRESS;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;2994,91;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;5;6;3;ESTOQUE MINIMO;187827;GAXETA NBR TRAN RET 68X80MM;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;212,91;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;6;1;3;ESTOQUE MINIMO;187238;PERFIL RETANGULAR COD.3.016.999.00003,SEMIL;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;M;;;;2;140,64;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;6;4;3;ESTOQUE MINIMO;127589;SEW,CONV.FREQ.4W 380/500V MDX61B0040-5A3-4-0T;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;7947;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;6;5;3;ESTOQUE MINIMO;177183;GATEWAY PARA BUS DE CAMPO COD.UFR41BOMG41BUOH21B,SEW;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;4302,53;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;6;6;3;ESTOQUE MINIMO;186771;INVERSOR FREQ 3F 500VCA 0-600HZ 0,5KW COD.MDX61B00055A3400,SEW;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;4112,03;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;6;7;3;ESTOQUE MINIMO;186772;INVERSOR FREQ 3F 400VCA 0-600HZ 2CV COD.MC07B00155A340060004028,SEW;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;3000,88;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;7;6;8;3;ESTOQUE MINIMO;187889;ANEL AJUSTE W4085 B-M22X1,5-ST COD.114316,SEW;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;6;138,74;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;11;8;2;2;3;ESTOQUE MINIMO;104553;ENGRENAGEM SELADORA DE CAIXAS COD.20200127,MONTEMIL;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;2088,99;;;;SIM;;03/05/2026 10:07;OCIOSO;
